db--table--sql: idc--account_cache-- show table status from `idc` like 'account_cache';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_cache,InnoDB,10,Dynamic,2,8192,16384,0,16384,0,,2023-06-28 17:15:17,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--account_user-- show table status from `idc` like 'account_user';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_user,InnoDB,10,Dynamic,0,0,16384,0,16384,0,1,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--account_user_groups-- show table status from `idc` like 'account_user_groups';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_user_groups,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--account_user_property-- show table status from `idc` like 'account_user_property';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_user_property,InnoDB,10,Dynamic,8,2048,16384,0,16384,0,8,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--account_user_user_permissions-- show table status from `idc` like 'account_user_user_permissions';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_user_user_permissions,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--account_verifyinfo-- show table status from `idc` like 'account_verifyinfo';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
account_verifyinfo,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--auth_group-- show table status from `idc` like 'auth_group';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
auth_group,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--auth_group_permissions-- show table status from `idc` like 'auth_group_permissions';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
auth_group_permissions,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:18,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--auth_permission-- show table status from `idc` like 'auth_permission';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
auth_permission,InnoDB,10,Dynamic,68,240,16384,0,16384,0,68,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--corsheaders_corsmodel-- show table status from `idc` like 'corsheaders_corsmodel';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
corsheaders_corsmodel,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--discovery_script-- show table status from `idc` like 'discovery_script';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
discovery_script,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--django_admin_log-- show table status from `idc` like 'django_admin_log';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
django_admin_log,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--django_content_type-- show table status from `idc` like 'django_content_type';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
django_content_type,InnoDB,10,Dynamic,17,963,16384,0,16384,0,17,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--django_migrations-- show table status from `idc` like 'django_migrations';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
django_migrations,InnoDB,10,Dynamic,29,564,16384,0,0,0,29,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--django_session-- show table status from `idc` like 'django_session';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
django_session,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--django_site-- show table status from `idc` like 'django_site';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
django_site,InnoDB,10,Dynamic,0,0,16384,0,16384,0,1,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--idc_cabinet-- show table status from `idc` like 'idc_cabinet';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
idc_cabinet,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--idc_datacenter-- show table status from `idc` like 'idc_datacenter';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
idc_datacenter,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--idc_device-- show table status from `idc` like 'idc_device';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
idc_device,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:19,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--idc_serverroom-- show table status from `idc` like 'idc_serverroom';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
idc_serverroom,InnoDB,10,Dynamic,0,0,16384,0,32768,0,,2023-06-28 17:15:20,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--idc_u_info-- show table status from `idc` like 'idc_u_info';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
idc_u_info,InnoDB,10,Dynamic,0,0,16384,0,16384,0,,2023-06-28 17:15:20,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: idc--todo-- show table status from `idc` like 'todo';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
todo,InnoDB,10,Dynamic,6,2730,16384,0,0,0,6,2023-06-28 17:15:20,,,utf8mb4_0900_ai_ci,,row_format=DYNAMIC,
db--table--sql: information_schema--ADMINISTRABLE_ROLE_AUTHORIZATIONS-- show table status from `information_schema` like 'ADMINISTRABLE_ROLE_AUTHORIZATIONS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
ADMINISTRABLE_ROLE_AUTHORIZATIONS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:58,,,,,,
db--table--sql: information_schema--APPLICABLE_ROLES-- show table status from `information_schema` like 'APPLICABLE_ROLES';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
APPLICABLE_ROLES,,10,,0,0,0,0,0,0,,2023-06-28 16:15:58,,,,,,
db--table--sql: information_schema--CHARACTER_SETS-- show table status from `information_schema` like 'CHARACTER_SETS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
CHARACTER_SETS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--CHECK_CONSTRAINTS-- show table status from `information_schema` like 'CHECK_CONSTRAINTS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
CHECK_CONSTRAINTS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLLATION_CHARACTER_SET_APPLICABILITY-- show table status from `information_schema` like 'COLLATION_CHARACTER_SET_APPLICABILITY';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLLATION_CHARACTER_SET_APPLICABILITY,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLLATIONS-- show table status from `information_schema` like 'COLLATIONS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLLATIONS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLUMN_PRIVILEGES-- show table status from `information_schema` like 'COLUMN_PRIVILEGES';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLUMN_PRIVILEGES,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLUMN_STATISTICS-- show table status from `information_schema` like 'COLUMN_STATISTICS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLUMN_STATISTICS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLUMNS-- show table status from `information_schema` like 'COLUMNS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLUMNS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--COLUMNS_EXTENSIONS-- show table status from `information_schema` like 'COLUMNS_EXTENSIONS';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
COLUMNS_EXTENSIONS,,10,,0,0,0,0,0,0,,2023-06-28 16:15:56,,,,,,
db--table--sql: information_schema--INNODB_BUFFER_PAGE-- show table status from `information_schema` like 'INNODB_BUFFER_PAGE';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
INNODB_BUFFER_PAGE,,10,,0,0,0,0,0,0,,2023-06-28 16:16:00,,,,,,
db--table--sql: information_schema--INNODB_BUFFER_PAGE_LRU-- show table status from `information_schema` like 'INNODB_BUFFER_PAGE_LRU';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
